source,target,dijkstra_distance,astar_distance,bford_distance,dijkstra_path,astar_path,bford_path
0,0,0.0,0.0,,[0],[0],
0,1,688.0,688.0,,"[0, 1]","[0, 1]",
0,2,1211.0,1211.0,,"[0, 10, 2]","[0, 10, 2]",
0,3,504.0,504.0,,"[0, 3]","[0, 3]",
0,4,1062.0,1062.0,,"[0, 4]","[0, 4]",
0,5,1537.0,1537.0,,"[0, 10, 2, 5]","[0, 10, 2, 5]",
0,6,852.0,852.0,,"[0, 3, 6]","[0, 3, 6]",
0,7,1093.0,1093.0,,"[0, 10, 17, 7]","[0, 10, 17, 7]",
0,8,776.0,776.0,,"[0, 8]","[0, 8]",
0,9,685.0,685.0,,"[0, 10, 9]","[0, 10, 9]",
0,10,186.0,186.0,,"[0, 10]","[0, 10]",
0,11,1118.0,1118.0,,"[0, 1, 11]","[0, 1, 11]",
0,12,1174.0,1174.0,,"[0, 10, 17, 12]","[0, 10, 17, 12]",
0,13,736.0,736.0,,"[0, 10, 13]","[0, 10, 13]",
0,14,1019.0,1019.0,,"[0, 14]","[0, 14]",
0,15,920.0,920.0,,"[0, 15]","[0, 15]",
0,16,1215.0,1215.0,,"[0, 10, 17, 16]","[0, 10, 17, 16]",
0,17,571.0,571.0,,"[0, 10, 17]","[0, 10, 17]",
0,18,1270.0,1270.0,,"[0, 14, 18]","[0, 14, 18]",
0,19,1101.0,1101.0,,"[0, 10, 19]","[0, 10, 19]",
1,0,998.0,998.0,,"[1, 11, 0]","[1, 11, 0]",
1,1,0.0,0.0,,[1],[1],
1,2,1197.0,1197.0,,"[1, 14, 2]","[1, 14, 2]",
1,3,514.0,514.0,,"[1, 3]","[1, 3]",
1,4,1392.0,1392.0,,"[1, 14, 4]","[1, 14, 4]",
1,5,1208.0,1208.0,,"[1, 15, 5]","[1, 15, 5]",
1,6,862.0,862.0,,"[1, 3, 6]","[1, 3, 6]",
1,7,1254.0,1254.0,,"[1, 8, 7]","[1, 8, 7]",
1,8,718.0,718.0,,"[1, 8]","[1, 8]",
1,9,739.0,739.0,,"[1, 11, 9]","[1, 11, 9]",
1,10,465.0,465.0,,"[1, 10]","[1, 10]",
1,11,430.0,430.0,,"[1, 11]","[1, 11]",
1,12,936.0,936.0,,"[1, 12]","[1, 12]",
1,13,879.0,879.0,,"[1, 13]","[1, 13]",
1,14,734.0,734.0,,"[1, 14]","[1, 14]",
1,15,434.0,434.0,,"[1, 15]","[1, 15]",
1,16,772.0,772.0,,"[1, 16]","[1, 16]",
