source,target,dijkstra_distance,astar_distance,bford_distance,dijkstra_path,astar_path,bford_path
0,0,0.0,0.0,,[0],[0],
0,1,inf,inf,,None,None,
0,2,960.0,960.0,,"[0, 2]","[0, 2]",
0,3,1210.0,1210.0,,"[0, 8, 3]","[0, 8, 3]",
0,4,648.0,648.0,,"[0, 7, 4]","[0, 7, 4]",
0,5,1030.0,1030.0,,"[0, 7, 5]","[0, 7, 5]",
0,6,1119.0,1119.0,,"[0, 8, 6]","[0, 8, 6]",
0,7,301.0,301.0,,"[0, 7]","[0, 7]",
0,8,365.0,365.0,,"[0, 8]","[0, 8]",
0,9,1698.0,1698.0,,"[0, 2, 9]","[0, 2, 9]",
1,0,321.0,321.0,,"[1, 0]","[1, 0]",
1,1,0.0,0.0,,[1],[1],
1,2,878.0,878.0,,"[1, 9, 2]","[1, 9, 2]",
1,3,1531.0,1531.0,,"[1, 0, 8, 3]","[1, 0, 8, 3]",
1,4,923.0,969.0,,"[1, 5, 4]","[1, 0, 7, 4]",
1,5,477.0,477.0,,"[1, 5]","[1, 5]",
1,6,424.0,424.0,,"[1, 9, 6]","[1, 9, 6]",
1,7,622.0,709.0,,"[1, 0, 7]","[1, 9, 7]",
1,8,686.0,686.0,,"[1, 0, 8]","[1, 0, 8]",
1,9,107.0,107.0,,"[1, 9]","[1, 9]",
2,0,2367.0,2367.0,,"[2, 9, 7, 4, 0]","[2, 9, 7, 4, 0]",
2,1,inf,inf,,None,None,
2,2,0.0,0.0,,[2],[2],
2,3,2306.0,2306.0,,"[2, 9, 7, 8, 3]","[2, 9, 7, 8, 3]",
2,4,1687.0,1687.0,,"[2, 9, 7, 4]","[2, 9, 7, 4]",
2,5,2069.0,2069.0,,"[2, 9, 7, 5]","[2, 9, 7, 5]",
2,6,1055.0,1055.0,,"[2, 9, 6]","[2, 9, 6]",
2,7,1340.0,1340.0,,"[2, 9, 7]","[2, 9, 7]",
2,8,1461.0,1461.0,,"[2, 9, 7, 8]","[2, 9, 7, 8]",
2,9,738.0,738.0,,"[2, 9]","[2, 9]",
3,0,1438.0,1438.0,,"[3, 4, 0]","[3, 4, 0]",
3,1,inf,inf,,None,None,
3,2,751.0,751.0,,"[3, 2]","[3, 2]",
3,3,0.0,0.0,,[3],[3],
3,4,758.0,758.0,,"[3, 4]","[3, 4]",
3,5,2468.0,2468.0,,"[3, 4, 0, 7, 5]","[3, 4, 0, 7, 5]",
3,6,1806.0,1806.0,,"[3, 2, 9, 6]","[3, 2, 9, 6]",
3,7,1739.0,1739.0,,"[3, 4, 0, 7]","[3, 4, 0, 7]",
3,8,1803.0,1803.0,,"[3, 4, 0, 8]","[3, 4, 0, 8]",
3,9,1489.0,1489.0,,"[3, 2, 9]","[3, 2, 9]",
4,0,680.0,680.0,,"[4, 0]","[4, 0]",
4,1,inf,inf,,None,None,
4,2,1521.0,1521.0,,"[4, 3, 2]","[4, 3, 2]",
4,3,770.0,770.0,,"[4, 3]","[4, 3]",
4,4,0.0,0.0,,[4],[4],
4,5,1710.0,1710.0,,"[4, 0, 7, 5]","[4, 0, 7, 5]",
4,6,1799.0,1799.0,,"[4, 0, 8, 6]","[4, 0, 8, 6]",
4,7,981.0,981.0,,"[4, 0, 7]","[4, 0, 7]",
4,8,1045.0,1045.0,,"[4, 0, 8]","[4, 0, 8]",
4,9,2259.0,2259.0,,"[4, 3, 2, 9]","[4, 3, 2, 9]",
5,0,1126.0,1126.0,,"[5, 4, 0]","[5, 4, 0]",
5,1,inf,inf,,None,None,
5,2,1967.0,1967.0,,"[5, 4, 3, 2]","[5, 4, 3, 2]",
5,3,1216.0,1216.0,,"[5, 4, 3]","[5, 4, 3]",
5,4,446.0,446.0,,"[5, 4]","[5, 4]",
5,5,0.0,0.0,,[5],[5],
5,6,2245.0,2245.0,,"[5, 4, 0, 8, 6]","[5, 4, 0, 8, 6]",
5,7,1427.0,1427.0,,"[5, 4, 0, 7]","[5, 4, 0, 7]",
5,8,1491.0,1491.0,,"[5, 4, 0, 8]","[5, 4, 0, 8]",
5,9,2705.0,2705.0,,"[5, 4, 3, 2, 9]","[5, 4, 3, 2, 9]",
6,0,1648.0,1648.0,,"[6, 7, 4, 0]","[6, 7, 4, 0]",
6,1,inf,inf,,None,None,
