source,target,dijkstra_distance,astar_distance,bford_distance,dijkstra_path,astar_path,bford_path
0,0,0.0,0.0,,[0],[0],
0,1,272.0,272.0,,"[0, 1]","[0, 1]",
0,2,866.0,866.0,,"[0, 2]","[0, 2]",
0,3,347.0,347.0,,"[0, 3]","[0, 3]",
0,4,646.0,646.0,,"[0, 4]","[0, 4]",
0,5,633.0,633.0,,"[0, 5]","[0, 5]",
0,6,405.0,405.0,,"[0, 6]","[0, 6]",
0,7,392.0,392.0,,"[0, 7]","[0, 7]",
0,8,434.0,434.0,,"[0, 21, 8]","[0, 21, 8]",
0,9,200.0,200.0,,"[0, 9]","[0, 9]",
0,10,86.0,86.0,,"[0, 10]","[0, 10]",
0,11,495.0,495.0,,"[0, 11]","[0, 11]",
0,12,244.0,244.0,,"[0, 12]","[0, 12]",
0,13,500.0,500.0,,"[0, 13]","[0, 13]",
0,14,665.0,666.0,,"[0, 43, 28, 14]","[0, 14]",
0,15,529.0,529.0,,"[0, 15]","[0, 15]",
0,16,453.0,453.0,,"[0, 16]","[0, 16]",
0,17,394.0,394.0,,"[0, 17]","[0, 17]",
0,18,645.0,645.0,,"[0, 18]","[0, 18]",
0,19,593.0,593.0,,"[0, 43, 19]","[0, 43, 19]",
0,20,522.0,522.0,,"[0, 32, 20]","[0, 32, 20]",
0,21,146.0,146.0,,"[0, 21]","[0, 21]",
0,22,371.0,371.0,,"[0, 22]","[0, 22]",
0,23,415.0,415.0,,"[0, 23]","[0, 23]",
0,24,313.0,313.0,,"[0, 24]","[0, 24]",
0,25,718.0,718.0,,"[0, 25]","[0, 25]",
0,26,226.0,226.0,,"[0, 26]","[0, 26]",
0,27,349.0,349.0,,"[0, 27]","[0, 27]",
0,28,340.0,340.0,,"[0, 43, 28]","[0, 43, 28]",
0,29,712.0,712.0,,"[0, 29]","[0, 29]",
0,30,110.0,110.0,,"[0, 30]","[0, 30]",
0,31,387.0,387.0,,"[0, 31]","[0, 31]",
0,32,180.0,180.0,,"[0, 32]","[0, 32]",
0,33,254.0,254.0,,"[0, 33]","[0, 33]",
0,34,743.0,743.0,,"[0, 34]","[0, 34]",
0,35,560.0,560.0,,"[0, 35]","[0, 35]",
0,36,240.0,240.0,,"[0, 10, 36]","[0, 10, 36]",
0,37,733.0,733.0,,"[0, 37]","[0, 37]",
0,38,530.0,530.0,,"[0, 38]","[0, 38]",
0,39,408.0,408.0,,"[0, 39]","[0, 39]",
0,40,114.0,114.0,,"[0, 40]","[0, 40]",
0,41,275.0,275.0,,"[0, 41]","[0, 41]",
0,42,828.0,828.0,,"[0, 42]","[0, 42]",
0,43,56.0,56.0,,"[0, 43]","[0, 43]",
0,44,616.0,616.0,,"[0, 44]","[0, 44]",
0,45,672.0,672.0,,"[0, 43, 45]","[0, 43, 45]",
0,46,333.0,333.0,,"[0, 46]","[0, 46]",
0,47,509.0,509.0,,"[0, 43, 47]","[0, 43, 47]",
0,48,542.0,542.0,,"[0, 48]","[0, 48]",
0,49,839.0,839.0,,"[0, 32, 49]","[0, 32, 49]",
0,50,294.0,294.0,,"[0, 50]","[0, 50]",
0,51,736.0,736.0,,"[0, 32, 51]","[0, 32, 51]",
0,52,279.0,279.0,,"[0, 26, 52]","[0, 26, 52]",
0,53,365.0,365.0,,"[0, 53]","[0, 53]",
0,54,821.0,821.0,,"[0, 54]","[0, 54]",
0,55,396.0,396.0,,"[0, 55]","[0, 55]",
0,56,488.0,488.0,,"[0, 30, 56]","[0, 30, 56]",
0,57,729.0,729.0,,"[0, 57]","[0, 57]",
0,58,281.0,281.0,,"[0, 58]","[0, 58]",
0,59,390.0,390.0,,"[0, 43, 59]","[0, 43, 59]",
0,60,289.0,289.0,,"[0, 43, 60]","[0, 32, 60]",
0,61,690.0,690.0,,"[0, 35, 61]","[0, 35, 61]",
0,62,734.0,734.0,,"[0, 62]","[0, 62]",
0,63,532.0,532.0,,"[0, 7, 63]","[0, 7, 63]",
0,64,687.0,687.0,,"[0, 64]","[0, 64]",
0,65,775.0,775.0,,"[0, 65]","[0, 65]",
0,66,214.0,214.0,,"[0, 66]","[0, 66]",
0,67,455.0,455.0,,"[0, 67]","[0, 67]",
0,68,190.0,190.0,,"[0, 68]","[0, 68]",
0,69,356.0,356.0,,"[0, 69]","[0, 69]",
0,70,292.0,292.0,,"[0, 70]","[0, 70]",
0,71,282.0,282.0,,"[0, 68, 71]","[0, 68, 71]",
0,72,346.0,346.0,,"[0, 72]","[0, 72]",
0,73,450.0,450.0,,"[0, 73]","[0, 73]",
0,74,535.0,535.0,,"[0, 74]","[0, 74]",
0,75,460.0,460.0,,"[0, 75]","[0, 75]",
0,76,644.0,644.0,,"[0, 76]","[0, 76]",
0,77,705.0,705.0,,"[0, 77]","[0, 77]",
0,78,539.0,539.0,,"[0, 43, 78]","[0, 43, 78]",
0,79,339.0,339.0,,"[0, 58, 79]","[0, 58, 79]",
0,80,819.0,819.0,,"[0, 80]","[0, 80]",
0,81,675.0,675.0,,"[0, 55, 81]","[0, 55, 81]",
0,82,229.0,229.0,,"[0, 82]","[0, 82]",
0,83,384.0,384.0,,"[0, 26, 52, 83]","[0, 26, 52, 83]",
0,84,688.0,688.0,,"[0, 84]","[0, 84]",
0,85,489.0,489.0,,"[0, 85]","[0, 85]",
0,86,718.0,718.0,,"[0, 32, 86]","[0, 32, 86]",
0,87,726.0,726.0,,"[0, 33, 87]","[0, 33, 87]",
0,88,649.0,649.0,,"[0, 88]","[0, 88]",
0,89,331.0,331.0,,"[0, 89]","[0, 89]",
0,90,469.0,469.0,,"[0, 90]","[0, 90]",
0,91,283.0,283.0,,"[0, 91]","[0, 91]",
0,92,241.0,241.0,,"[0, 26, 92]","[0, 26, 92]",
0,93,528.0,528.0,,"[0, 93]","[0, 93]",
0,94,178.0,178.0,,"[0, 94]","[0, 94]",
0,95,256.0,256.0,,"[0, 95]","[0, 95]",
0,96,760.0,760.0,,"[0, 96]","[0, 96]",
0,97,673.0,673.0,,"[0, 97]","[0, 97]",
0,98,469.0,469.0,,"[0, 98]","[0, 98]",
0,99,592.0,592.0,,"[0, 40, 99]","[0, 40, 99]",
1,0,272.0,272.0,,"[1, 0]","[1, 0]",
1,1,0.0,0.0,,[1],[1],
1,2,813.0,813.0,,"[1, 2]","[1, 2]",
1,3,132.0,132.0,,"[1, 3]","[1, 3]",
1,4,771.0,771.0,,"[1, 28, 4]","[1, 28, 4]",
1,5,539.0,539.0,,"[1, 5]","[1, 5]",
1,6,249.0,249.0,,"[1, 6]","[1, 6]",
1,7,627.0,627.0,,"[1, 7]","[1, 7]",
1,8,703.0,703.0,,"[1, 8]","[1, 8]",
1,9,73.0,73.0,,"[1, 9]","[1, 9]",
1,10,357.0,357.0,,"[1, 10]","[1, 10]",
1,11,226.0,226.0,,"[1, 11]","[1, 11]",
1,12,509.0,509.0,,"[1, 12]","[1, 12]",
1,13,763.0,763.0,,"[1, 9, 13]","[1, 9, 13]",
1,14,704.0,704.0,,"[1, 14]","[1, 14]",
1,15,309.0,309.0,,"[1, 75, 15]","[1, 75, 15]",
1,16,625.0,625.0,,"[1, 16]","[1, 16]",
1,17,639.0,639.0,,"[1, 33, 17]","[1, 33, 17]",
1,18,762.0,762.0,,"[1, 92, 18]","[1, 28, 18]",
1,19,632.0,632.0,,"[1, 19]","[1, 19]",
1,20,443.0,443.0,,"[1, 52, 20]","[1, 39, 20]",
1,21,416.0,416.0,,"[1, 21]","[1, 21]",
1,22,111.0,111.0,,"[1, 22]","[1, 22]",
1,23,624.0,624.0,,"[1, 23]","[1, 23]",
1,24,585.0,585.0,,"[1, 24]","[1, 24]",
1,25,954.0,954.0,,"[1, 25]","[1, 25]",
1,26,79.0,79.0,,"[1, 26]","[1, 26]",
1,27,175.0,175.0,,"[1, 27]","[1, 27]",
1,28,420.0,420.0,,"[1, 28]","[1, 28]",
1,29,927.0,927.0,,"[1, 23, 29]","[1, 23, 29]",
1,30,296.0,296.0,,"[1, 30]","[1, 30]",
1,31,301.0,301.0,,"[1, 52, 31]","[1, 52, 31]",
