source,target,dijkstra_distance,astar_distance,bford_distance,dijkstra_path,astar_path,bford_path
0,0,0.0,0.0,,[0],[0],
0,1,556.0,556.0,,"[0, 1]","[0, 1]",
0,2,1611.0,1611.0,,"[0, 7, 2]","[0, 7, 2]",
0,3,984.0,984.0,,"[0, 1, 3]","[0, 1, 3]",
0,4,1055.0,1055.0,,"[0, 7, 4]","[0, 7, 4]",
0,5,789.0,789.0,,"[0, 5]","[0, 5]",
0,6,779.0,779.0,,"[0, 6]","[0, 6]",
0,7,428.0,428.0,,"[0, 7]","[0, 7]",
0,8,558.0,558.0,,"[0, 8]","[0, 8]",
0,9,747.0,747.0,,"[0, 9]","[0, 9]",
1,0,868.0,868.0,,"[1, 0]","[1, 0]",
1,1,0.0,0.0,,[1],[1],
1,2,1074.0,1074.0,,"[1, 2]","[1, 2]",
1,3,428.0,428.0,,"[1, 3]","[1, 3]",
1,4,1147.0,1147.0,,"[1, 4]","[1, 4]",
1,5,691.0,691.0,,"[1, 5]","[1, 5]",
1,6,918.0,918.0,,"[1, 3, 6]","[1, 3, 6]",
1,7,1008.0,1008.0,,"[1, 7]","[1, 7]",
1,8,884.0,884.0,,"[1, 8]","[1, 8]",
1,9,608.0,608.0,,"[1, 9]","[1, 9]",
2,0,1216.0,1216.0,,"[2, 0]","[2, 0]",
2,1,1157.0,1157.0,,"[2, 9, 1]","[2, 9, 1]",
2,2,0.0,0.0,,[2],[2],
2,3,943.0,943.0,,"[2, 3]","[2, 3]",
2,4,1192.0,1192.0,,"[2, 4]","[2, 4]",
2,5,925.0,925.0,,"[2, 5]","[2, 5]",
2,6,881.0,881.0,,"[2, 6]","[2, 6]",
2,7,1057.0,1057.0,,"[2, 7]","[2, 7]",
2,8,1349.0,1349.0,,"[2, 7, 8]","[2, 7, 8]",
2,9,922.0,922.0,,"[2, 9]","[2, 9]",
3,0,825.0,825.0,,"[3, 9, 0]","[3, 9, 0]",
3,1,495.0,495.0,,"[3, 9, 1]","[3, 9, 1]",
3,2,1315.0,1315.0,,"[3, 9, 2]","[3, 9, 2]",
3,3,0.0,0.0,,[3],[3],
3,4,1124.0,1124.0,,"[3, 9, 4]","[3, 9, 4]",
3,5,854.0,854.0,,"[3, 6, 5]","[3, 6, 5]",
3,6,490.0,490.0,,"[3, 6]","[3, 6]",
3,7,1098.0,1098.0,,"[3, 7]","[3, 7]",
3,8,863.0,863.0,,"[3, 8]","[3, 8]",
3,9,260.0,260.0,,"[3, 9]","[3, 9]",
4,0,1181.0,1181.0,,"[4, 0]","[4, 0]",
4,1,1737.0,1737.0,,"[4, 0, 1]","[4, 0, 1]",
4,2,979.0,979.0,,"[4, 2]","[4, 2]",
4,3,1329.0,1329.0,,"[4, 3]","[4, 3]",
4,4,0.0,0.0,,[4],[4],
4,5,977.0,977.0,,"[4, 5]","[4, 5]",
4,6,1504.0,1504.0,,"[4, 5, 6]","[4, 5, 6]",
4,7,1015.0,1015.0,,"[4, 8, 7]","[4, 8, 7]",
4,8,600.0,600.0,,"[4, 8]","[4, 8]",
4,9,1589.0,1589.0,,"[4, 3, 9]","[4, 3, 9]",
5,0,805.0,805.0,,"[5, 0]","[5, 0]",
5,1,866.0,866.0,,"[5, 1]","[5, 1]",
5,2,964.0,964.0,,"[5, 2]","[5, 2]",
5,3,783.0,783.0,,"[5, 6, 3]","[5, 6, 3]",
5,4,581.0,581.0,,"[5, 4]","[5, 4]",
5,5,0.0,0.0,,[5],[5],
5,6,527.0,527.0,,"[5, 6]","[5, 6]",
5,7,1233.0,1233.0,,"[5, 0, 7]","[5, 0, 7]",
5,8,1181.0,1181.0,,"[5, 4, 8]","[5, 4, 8]",
5,9,1043.0,1043.0,,"[5, 6, 3, 9]","[5, 6, 3, 9]",
6,0,1081.0,1081.0,,"[6, 3, 9, 0]","[6, 3, 9, 0]",
6,1,751.0,751.0,,"[6, 3, 9, 1]","[6, 3, 9, 1]",
6,2,1222.0,1222.0,,"[6, 2]","[6, 2]",
6,3,256.0,256.0,,"[6, 3]","[6, 3]",
6,4,654.0,654.0,,"[6, 4]","[6, 4]",
6,5,364.0,364.0,,"[6, 5]","[6, 5]",
6,6,0.0,0.0,,[6],[6],
6,7,998.0,998.0,,"[6, 7]","[6, 7]",
